id,title,abstract,current_theme,current_domain,confidence,source_model,sonnet_theme,sonnet_domain,agree_theme,agree_domain,human_theme,human_domain,human_notes
69deca414e2d2a5b77ed9115,"Science, education, and research in india","The state of science, education, and research in India is not satisfactory on either of two counts: the benefi ts that have accrued to society at large have not been commensurate with the scale of investments and comparisons with other countries can be very unfavourable.","Social Sciences, Humanities & Management",Digital Transformation & IT Applications,0.45,sonnet,"Social Sciences, Humanities & Management",Digital Transformation & IT Applications,Y,Y,,,
69dec9fc4e2d2a5b77ecf242,Equation of state of supernova matter,"The equation of state (EOS) of dense supernova matter composed of protons, neutrons, and relativistic electrons is calculated within finite temperature Brueckner Goldstone approach with effective two-body Sussex interaction and compared with asymmetric nuclear matter. Thermal effect on the EOS is studied at temperature 5, 7, and 10 MeV. The EOS of supernova matter is found to be stiffer than the corresponding asymmetric nuclear matter equation of state as expected. Single particle properties lik","AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,Y,Y,,,
69deca454e2d2a5b77ed99f4,Improvement of the video camera system mounted on a balloon for supporting the visual census of river dolphins,"In order to increase the surfacing dolphin's detection probability by the balloon camera system similar to that of a human observer, improvements were made in the camera system on the balloon [1]. Followed by test on ground, fusion census of both acoustic and visual census with the improved camera system on the balloon was conducted at the same experiment site as 2016 for three days from 6 to 8 February, 2018. The performance of the improved balloon camera system for supporting the fusion census",Smart & Sustainable Infrastructure,Water Quality & Wastewater Management,0.45,sonnet,Smart & Sustainable Infrastructure,Water Quality & Wastewater Management,Y,Y,,,
69deca604e2d2a5b77edd646,A quantum peek inside the black hole event horizon,"Abstract: We solve the Klein-Gordon equation for a scalar field, in the background geometry of a dust cloud collapsing to form a black hole, everywhere in the (1+1) spacetime: that is, both inside and outside the event horizon and arbitrarily close to the curvature singularity. This allows us to determine the regularized stress tensor expectation value, everywhere in the appropriate quantum state (viz., the Unruh vacuum) of the field. We use this to study the behaviour of energy density and the ","AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,Y,Y,,,
69dec9fa4e2d2a5b77ecede4,Biometrics based key management of double random phase encoding scheme using error control codes,"In this paper, an optical security system has been proposed in which key of the double random phase encoding technique is linked to the biometrics of the user to make it user specific. The error in recognition due to the biometric variation is corrected by encoding the key using the BCH code. A user specific shuffling key is used to increase the separation between genuine and impostor Hamming distance distribution. This shuffling key is then further secured using the RSA public key encryption to",Next-Gen Communication,"Signal Modulation, Detection & Channel Equalization",0.45,sonnet,Next-Gen Communication,"Signal Modulation, Detection & Channel Equalization",Y,Y,,,
69deca1f4e2d2a5b77ed47e8,Constraints on dark matter annihilation to fermions and a photon,"We consider Majorana dark matter annihilation to fermion-anti-fermion pair and a photon in the effective field theory paradigm, by introducing dimension 6 and dimension 8 operators in the Lagrangian. For a given value of the cut-off scale, the latter dominates the annihilation process for heavier dark matter masses. We find a cancellation in the dark matter annihilation to a fermion-anti-fermion pair when considering the interference of the dimension 6 and the dimension 8 operators. Constraints ","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca554e2d2a5b77edc3fc,A new stretcher design for easy manoeuvrability on narrow staircases and rough ground for developing countries,"Rough terrains with obstacles, narrow staircases and inadequate space to position the ambulance conveniently in relation to the exit door of houses, often encountered in developing countries like India, make it difficult if not impossible to carry patients using conventional stretchers. A novel two-wheeled stretcher to overcome the limitations has been designed, fabricated and tested for a decade. The special features allow even one stretcher operator to transport a patient over all types of gro",Healthcare & MedTech,Clinical Diagnostics & Biomarkers,0.45,sonnet,Healthcare & MedTech,Clinical Diagnostics & Biomarkers,Y,Y,,,
69deca1a4e2d2a5b77ed3b3f,BCLB: Blockchain-based Controller Load Balance for Safe and Reliable Resource Optimization,"Controller in software-defined network (SDN) can realize the intelligent load balancing of switches. However, the controller is lacking in the ability of global load management and control methods for managing multi-domain controllers. With the benefits of realizing decentralized, traceable, and trusted data sharing, blockchain can provide controllers with information such as inter-domain links and the global view to assist achieving global controller load balancing. We propose one global contro",Smart & Sustainable Infrastructure,Power Systems & Grid Control,0.45,sonnet,Smart & Sustainable Infrastructure,Power Systems & Grid Control,Y,Y,,,
69deca554e2d2a5b77edc1f4,Spatial variation of the two-fold anisotropic superconducting gap in a monolayer of FeS e0.5 T e0.5 on a topological insulator,"We present a low temperature scanning tunneling spectroscopy (STS) study of the superconducting properties of monolayers of FeSe0.5Te0.5 grown on the three-dimensional (3D) topological insulator Bi2Se1.2Te1.8. While the morphology and the overall transition temperature resembles those of similarly doped bulk crystals, we find a two-fold anisotropic s-wave gap function. The two-fold nature of the gap symmetry is evident from the Bogoliubov quasiparticle interference (QPI) pattern, which shows dis",Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,0.45,sonnet,Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,Y,Y,,,
69deca144e2d2a5b77ed2dc3,MEMS based Nonlinear Monostable Electromagnetic Vibrational Energy Harvester for Wider Bandwidth,This paper reports a wideband vibrational energy harvesting scheme using a MEMS based nonlinear electromagnetic transducer. The nonlinearity is incorporated in the proposed device through the stretching strain in addition to the bending of the fixed-guided configured beams of the designed structure. The thin spring structure is fabricated on Silicon-On-Insulator substrate with device layer thickness of 50 m. The MEMS spring structure is packaged and characterized with wire wound copper coil (NE1,Advanced Materials & Devices,Ion Beam & Thin Film Engineering,0.45,sonnet,Advanced Materials & Devices,Ion Beam & Thin Film Engineering,Y,Y,,,
69deca604e2d2a5b77edd444,Mapping and identification of quantitative trait loci controlling test weight and seed yield of pearl millet in multi agro-climatic zones of India,Pearl millet [Pennisetum glaucum (L.) R. Br.] is a climate-resilient nutri-cereal and is a staple food for the inhabitants of arid and semi-arid regions of the world. Context or problems: Yield stability is a major problem and requires exploiting key breeding strategies for the improvement of yield component traits in pearl millet. Objective or research question: The main objective of the present study was the genomic dissection of yield and its component traits by identifying multi-environmenta,"Social Sciences, Humanities & Management",Agricultural Economics & Consumer Behavior,0.45,sonnet,"Social Sciences, Humanities & Management",Agricultural Economics & Consumer Behavior,Y,Y,,,
69deca484e2d2a5b77eda37c,Performance analysis of R22 DMF turbo absorption refrigeration system,"Vapour absorption refrigeration systems are getting more and more important because of the recent energy crisis. The present work is to analyse a combined vapour compression and vapour absorption system for refrigeration which can operate on industrial waste processes steam. In this system, steam expands in the turbine, and the work of the turbine is fed to a compressor of the vapour compression refrigeration system, which runs the compression part of the system. The exhaust steam of the turbine","Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.45,sonnet,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,Y,,,
69deca4d4e2d2a5b77edae72,Single beam Fourier transform digital holographic quantitative phase microscopy,"Quantitative phase contrast microscopy reveals thickness or height information of a biological or technical micro-object under investigation. The information obtained from this process provides a means to study their dynamics. Digital holographic (DH) microscopy is one of the most used, state of the art single-shot quantitative techniques for three dimensional imaging of living cells. Conventional off axis DH microscopy directly provides phase contrast images of the objects. However, this proces",Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,0.45,sonnet,Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,Y,Y,,,
69dec9f54e2d2a5b77ece314,Performance Enhancement of Savonius Bach Wind Turbine Rotor Using Axisymmetric Omnidirectional Deflector with Variation in Outer Plate Diameter,"Savonius vertical axis wind turbine (VAWT) is a promising option due to its ease of maintenance, low production costs, and ability to self-start at low wind speeds. The effects of variation in the outer plate diameter of an omnidirectional deflector on the performance of Bach rotor at a tip speed ratio (TSR) of 1.0 are investigated in the present 3D study. The computational methodology involves Unsteady Reynolds-Averaged Navier–Stokes equations and the SST k-ω turbulence model to simulate the th","Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.45,sonnet,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,Y,,,
69deca244e2d2a5b77ed5399,On the grid and sensor networks,"The pervasive computing environment and the wired grid infrastructure can be combined to make the information grid truly pervasive. Interesting applications can be built by utilizing the computational abilities of the grid to answer queries on sensor data. We identify some of the research issues and challenges in building an infrastructure to support such applications. We present the design and preliminary implementation of the proposed infrastructure, identify the tradeoffs relating to sensor a",Smart & Sustainable Infrastructure,Urban Air Quality & Emissions Monitoring,0.45,sonnet,Smart & Sustainable Infrastructure,Urban Air Quality & Emissions Monitoring,Y,Y,,,
6a5418375ac95135d3b188d2,Developments and Scope of Space Food,"Humans have conducted numerous space missions in past decades and its success depends upon many factors, including astronaut health as the major factor. Health and nutrition are two vital components of life derived from food which helps in keeping one’s body alive, nourished as well as energetic, including the astronauts during their long-duration manned missions. With the advancement in research and technology, it became possible to include a wide variety of dishes in the space menu, with most ",Healthcare & MedTech,Clinical Diagnostics & Biomarkers,0.45,sonnet,Healthcare & MedTech,Clinical Diagnostics & Biomarkers,Y,Y,,,
69deca554e2d2a5b77edc200,Sensitivity of a Mance configured Wheatstone bridge for the determination of internal resistance of a cell,"Normally the sensitivity of the Wheatstone bridge in the conventional position is not much different from that in the conjugate position. In other words, the sensitivity in the two positions is of the same order. This is true for the case when all the four arms are pure resistances. In this paper we have shown that in Mance's configuration, when the unknown arm consists of a cell, the conjugate position is far more sensitive than the conventional one particularly for higher values of R<inf>1</in",Quantum Technologies & Semiconductor Technology,Ultra-Low Voltage Analog Circuits,0.45,sonnet,Quantum Technologies & Semiconductor Technology,Ultra-Low Voltage Analog Circuits,Y,Y,,,
69deca044e2d2a5b77ed0431,Propagation of gaussian beams through parabolic index optical waveguides with random dielectric constant gradient,"The propagation of gaussian beams through parabolic index optical waveguides having random irregularities in the dielectric constant gradient has been studied. For fundamental mode propagation, the perturbation approach has been employed and an analytic expression for the loss of power from the fundamental mode has been obtained. For an incident gaussian beam with arbitrary width, geometrical optics approximation has been used and an exact analytical expression for the average value of the beamw",Next-Gen Communication,Antenna Design & RF Systems,0.45,sonnet,Next-Gen Communication,Antenna Design & RF Systems,Y,Y,,,
69deca494e2d2a5b77eda615,Effective Teaching of Mechanism Synthesis using MechAnalyzer Software,"Mechanisms are found in every machine or system with relative motion between its components. Dimensional synthesis of a mechanism is the process of identifying the length of the linkages to obtain desired motion of the mechanism. A visualization software to determine the length of the linkages and show the motion of the resulting mechanism is desirable for effective teaching. In this paper, a new module in MechAnalyzer software is reported which aims to achieve the same. In its current form, it ",Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,0.45,sonnet,Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,Y,Y,,,
69dec9fa4e2d2a5b77ecedec,Optics based biohashing using joint transform correlator,"Most authentication process uses password and personal identification numbers (PIN) for security purposes. In order to remove the problem of hacking or stealing of the password and PIN numbers, there has been an increased interest in the utilization of specific biometric feature of the user. Recently, biohashing systems have been introduced for automatic biometric recognition. In a biohashing system, biohash codes are generated using the feature of the biometric. A basic biohashing system involv",Healthcare & MedTech,Clinical Biosensors & Point-of-Care Devices,0.45,sonnet,Healthcare & MedTech,Clinical Biosensors & Point-of-Care Devices,Y,Y,,,
69deca544e2d2a5b77edc134,Nuclear and reflexive properties of some locally convex topologies on C(X),"For a nonempty family λ of nonempty bounded subsets of a topological space X, C<inf>λ,u</inf> (X) denotes the space C(X), of all real-valued continuous functions on a Tychonoff space X, equipped with the uniform topology generated by the family λ; and it is a locally convex space. The aim of this paper is to study the situations when C<inf>λ,u</inf> (X) can be a special kind of locally convex space such as a nuclear space, a Schwartz space or a semi-reflexive space. We also investigate when it i","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca494e2d2a5b77eda649,Simulation of haptics force law using SimMechanics and Simulink,"Haptic devices are special robotic devices that convey interaction forces from the virtual reality environment to the human operator. Since the human operator holds the device for interaction, ensuring the stability of these systems is very important. In this paper we present our work in analyzing and identifying the stability bounds of these haptics systems, namely the Z-width, specifically for multi-DOF (Degrees of Freedom) systems. Multi-DOF systems are usually modelled with complex dynamic e",Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,0.45,sonnet,Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,Y,Y,,,
69deca214e2d2a5b77ed4d54,Thermal and particle size effects in magnesium oxide,"X-ray line widths, surface areas and heats of solution of MgO samples prepared by vacuum dehydration of Mg(OH)<inf>2</inf> at different temperatures in the range 350-1 200°C have been studied. While the surface energy of particles shows a steady decrease with the temperature of preparation, the heats of solution shows an abrupt decrease over a narrow temperature range. The results have been interpreted in terms of pseudocrystallization of the highly disordered oxide followed by sintering; the ps",Advanced Materials & Devices,Alloys & Structural Metals,0.45,sonnet,Advanced Materials & Devices,Alloys & Structural Metals,Y,Y,,,
69deca5e4e2d2a5b77edcfec,Efficient Content Distribution in Fog-Based CDN: A Joint Optimization Algorithm for Fog-Node Placement and Content Delivery,"Efficient content distribution to end-users poses a significant challenge in content distribution networks (CDNs). Traditional CDNs rely on cloud-based architectures, which may not be optimal for delivering content in densely populated areas due to increased network latency and bandwidth limitations. These problems can be mitigated by adopting fog/edge computing, which deploys computing nodes near end-users to reduce latency and improve content delivery. Although factors such as deployment and d",Smart & Sustainable Infrastructure,Power Systems & Grid Control,0.45,sonnet,Smart & Sustainable Infrastructure,Power Systems & Grid Control,Y,Y,,,
69deca3e4e2d2a5b77ed8909,BEHAVIOURAL DESIGN FOR MEDICAL ERRORS DURING PATIENT DIAGNOSIS PROCESS,"The health and well-being sector has been of significant interest to the behavioural design domain since bringing in behavioural changes can help improve the overall well-being of a community. However, the domain's intervention in this sector has been limited to persuasive techniques for the adoption of healthier lifestyles. There is a need to consider the diagnostic actions and decisions undertaken by doctors as it represents an important part of health and well-being improvement of people. Med","Social Sciences, Humanities & Management",Digital Culture & Consumer Experience,0.45,sonnet,"Social Sciences, Humanities & Management",Digital Culture & Consumer Experience,Y,Y,,,
69deca5d4e2d2a5b77edcd85,In vitro selection of NaHCO3 tolerant cultivars of Morus alba (Local and Sujanpuri) in response to morphological and biochemical parameters,"In vitro experiments were conducted to study the effect of NaHCO <inf>3</inf> (alkalinity) stress on saplings of Moms alba (cv. Local and Sujanpuri) cultured from nodal explants. For shoot multiplication 2.5 mg/1 of 6-benzylaminopurine (BAP) with 0.3 mg/1 gibberellic acid (GA<inf>3</inf>) were used and root formation was induced with 1.0 mg/1 of indolebutyric acid (IBA). NaHCO<inf>3</inf> salt was added to the culture medium in three concentrations, i.e. 3.57, 20.0 and 59.0mM that increased pH t",Advanced Materials & Devices,Bio-based Materials & Polymers,0.45,sonnet,Advanced Materials & Devices,Bio-based Materials & Polymers,Y,Y,,,
69deca494e2d2a5b77eda5c5,Multibody Dynamics Software-Based Simulation of a Game for a Robotics Competition,"Due to advancements in the area of robotics and automation, there is a need of skills for engineers. They are obtained through various workshops, seminars, conferences and participating in various competitions. Apart from the practical work skills, there is a requirement of proper software-based skills to get an idea of the performance of final tasks on the field. This paper presents the use of such a multi-body dynamics software for simulating the game of a robotics competition to check the eff",Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,0.45,sonnet,Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,Y,Y,,,
69deca514e2d2a5b77edb7db,QTL mapping for abiotic stress in legumes,Legumes are well documented for their impact in maintaining sustainable agricultural systems along with their health and nutritional benefit. Legumes rank third in global crop production and abiotic stress is the foremost constraint that limits crop productivity. Legumes are traditionally grown in rainfed/marginal areas and have evolved mechanisms for tolerance to abiotic stresses. Global climate change emphasizes the need for development of climate-resilient legume varieties. Legumes experience,"Social Sciences, Humanities & Management",Agricultural Economics & Consumer Behavior,0.45,sonnet,"Social Sciences, Humanities & Management",Agricultural Economics & Consumer Behavior,Y,Y,,,
69deca214e2d2a5b77ed4d0b,Lie ideals in group rings,"Let U be a Lie ideal of an associative unitary ring R. It is proved that if U is Lie nilpotent of class n≥3, then y<inf>3</inf>(U)R is a nilpotent ideal of index at most 2n-4 and every element of y<inf>2</inf>(U) is nilpotent for a proper Lie ideal U(i.e. U≠R) provided 2 is invertible in R. If R is a Lie nilpotent associative algebra of characteristic p>0, then the Lie commutators {[x,y]=xy-y|x,yε{lunate}R} generate a nil ideal of bounded exponent. Further, if R=K[G], the group algebra of a grou","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca024e2d2a5b77ed00ad,Correlation of kinetic moment of inertia with power formula index,"The level energies of ground band of even Z, even N nuclei may be reproduced well with good accuracy by using the power index formula E = aI <sup>b</sup>. In an earlier study of the dependence of the kinetic moment of inertia (MoI) J <sup>(1)</sup> on spin I, a possible correlation of the MoI J <sup>(1)</sup> with power index ""b"" was suggested. Here we illustrate that the slope of the kinetic MoI versus spin I corresponds to the magnitude of the index ""b"" for several isotopes in the A = 100150 r","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca2d4e2d2a5b77ed6767,Performance evaluation of a hydrogen-fuelled spark ignition engine using electronically controlled solenoid-actuated injection system,This paper discusses the development of an electronically controlled gas injection system for a hydrogen-fuelled spark ignition engine. In view of its typical combustion characteristics the mode of fuelling plays a critical role for practical operation of a hydrogen engine. The system developed should have adequate flexibility to provide the appropriate mixture into the engine at the appropriate point in the engine cycle operation. The present work describes in detail the design considerations o,"Energy, Sustainability & Climate Change",Carbon Utilization & Chemical Conversion,0.45,sonnet,"Energy, Sustainability & Climate Change",Carbon Utilization & Chemical Conversion,Y,Y,,,
6a26be432b6042b76389b535,Comprehensive spectral and imaging studies of marble to assess the environmental damage using ULF Raman and THz absorption studies,"Taj Mahal, made of exquisite white calcite, continues to deteriorate due to the emission of sulphur dioxide, methane etc. by industries and vehicular exhaust caused by the dense population in the region. Our previous collaborative works on samples with Pietra-Dura works already showed damages and irregularities including surface discolouration due to methane, water inclusions in the volume, and sub-surface cracks employing micro-Raman spectroscopy, broadband Terahertz Time Domain Imaging (THz-TD",Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,0.45,sonnet,Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,Y,Y,,,
69deca3c4e2d2a5b77ed85a1,Comparative Analysis of Savonius Type Ultra-Micro Hydrokinetic Turbine of Experimental and Computational Investigation,"Kinetic energy available in river streams can be harnessed to produce electricity in remote villages where power grid is unavailable. Savonius hydrokinetic turbine (SHKT) can be the solution to this issue as it is easy to construct, environment friendly and cost-effective. The performance of SHKT depends on the turbine geometry, the blade profile and the properties of the fluid. The experimental setup to evaluate the influence of these parameters in the laboratory can be very costly as it requir","Energy, Sustainability & Climate Change",Biomass & Biofuel Technologies,0.45,sonnet,"Energy, Sustainability & Climate Change",Biomass & Biofuel Technologies,Y,Y,,,
69deca604e2d2a5b77edd639,Nonlocal correlations of a test quantum field in gravitational collapse,"Quantum correlations across the horizon could be pivotal in resolving the puzzles surrounding the quantum aspects of black holes and the Hawking radiation. The peaks in the equal time correlation function are typically attributed to entangled particle excitations. In this work, we have investigated the evolution of correlations of a test quantum field on a dynamical background spacetime undergoing a gravitational collapse. In the case of a supercritical collapse, as the black hole and its horizo","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.45,sonnet,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca604e2d2a5b77edd604,Determining efficiency factor of fly ash for the design and strength prediction of concrete,"Although fly ash is widely used in concrete today, oftentimes strength development in fly ash concrete becomes a concern. The compressive strength of fly ash concrete can be made comparable with that of ordinary Portland cement (OPC) concrete by using efficiency factor (k-value) of fly ash. This paper presents a method of determining efficiency factor of fly ash. It is based on the consideration that efficiency factor depends on fly ash percentage. Improvement in durability characteristics with ",Smart & Sustainable Infrastructure,Building Energy & Thermal Performance,0.45,sonnet,Smart & Sustainable Infrastructure,Building Energy & Thermal Performance,Y,Y,,,
6a26bb872b6042b763899fe1,First (calibration) experiment using proton beam from FRENA at SINP,"This work presents the first calibration experiment of a 3 MV Tandetron accelerator, FRENA, performed in May 2022. The $^7$Li(p,n) reaction threshold was measured to calibrate the terminal voltage measuring device. A LiF target of thickness 175 $\mu$g/cm$^2$ was used in the experiment. The measured threshold was 1872$\pm$2.7 keV, indicating 6$-$10 keV energy shift.",Quantum Technologies & Semiconductor Technology,Wide Bandgap Semiconductors & Devices,0.45,sonnet,Quantum Technologies & Semiconductor Technology,Wide Bandgap Semiconductors & Devices,Y,Y,,,
69deca454e2d2a5b77ed9943,Study of physiological potentiality of callus and plant regeneration through somatic embryogenesis in rice variety swarna,"The regeneration protocol was developed from dehusked and sterilized seeds of rice variety Swarna (MTU 7029) to study callus induction, callus growth rate and regeneration potentiality. Different ranges of 2,4-D (1-4 mg L <sup>-1</sup>) and combinations of 6-Benzyl Aminopurine (BAP) (2-4 mg L <sup>-1</sup>) and a-Naphthalene Acetic Acid (NAA) (1 mg L <sup>-1</sup>) were used for callus induction, somatic embryo formation and plantlets regeneration respectively. Ninty six percent callus induction",Advanced Materials & Devices,Bio-based Materials & Polymers,0.45,sonnet,Advanced Materials & Devices,Bio-based Materials & Polymers,Y,Y,,,
6a5418375ac95135d3b188e0,Resonance-Based Object Sensing System for Soft Robotic Skin in Human Cooperative Robots,"This article presents a resonance-based object sensing system (ROSS) for soft robotic skin applications to enhance human safety in human cooperative robots (HCRs). The proposed system utilizes the single-conductor power transfer (SCPT) methodology, enabling the ROSS coil to be integrated into the soft skin of robotic arm end effectors or fingers while operating with minimal power consumption (-16 to -56 dBm). The ROSS coil provides passive voltage gain due to its high quality factor (Q > 550). D",Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,0.42,sonnet,Manufacturing & Industry 4.0,Rotor Dynamics & Vibration Analysis,Y,Y,,,
69dec9f54e2d2a5b77ece386,A comparison of tapered and straight circular pin-fin compact heat exchangers for electronic appliances,"Pin-fin heat exchangers are widely used for cooling of thermally laden electronic components. In the present paper, tapered pin fins with circular cross section placed horizontally in the staggered arrangement on a heated base plate are investigated numerically under the steady-state conditions. Aluminum is considered to be the material of pin fins. The performance of a heat exchanger has been assessed for four inlet flow velocities. Two angles of tapered pin fins have been considered, namely, 2",Manufacturing & Industry 4.0,"Materials, Joining & Mechanical Behavior",0.42,sonnet,Manufacturing & Industry 4.0,"Materials, Joining & Mechanical Behavior",Y,Y,,,
69deca244e2d2a5b77ed53b4,Trust-based security in pervasive computing environments,A security architecture based on trust for pervasive computing systems is proposed. A distributed trust model which extends simple public key infrastructure (SPKI) and role-based access control (RBAC) is presented. The approach uses ontologies including properties and constraints expressed in an XML-based language.,Next-Gen Communication,Wireless Network Access & Resource Allocation,0.42,sonnet,Next-Gen Communication,Wireless Network Access & Resource Allocation,Y,Y,,,
69deca3f4e2d2a5b77ed8b49,Fabrication of Freestanding Metallic MEMS Actuator for Minimal Stress-Induced Air-gap Variations,"Suspended micro/nano-structures are the essential building blocks for a variety of micro/nano electromechanical (N/MEMS) applications. Owing to process variability these suspended blocks comprised significant residual-stress/stress-gradient during the fabrication, resulting in curled actuator profile that directly affects the actuation-gap ($G$). The electrostatic switching devices are highly sensitive to gap variations (as pull-in voltage, $V_{pi}^{2}\propto G^{3}$). The present method and the ",Quantum Technologies & Semiconductor Technology,Ultra-Low Voltage Analog Circuits,0.42,sonnet,Quantum Technologies & Semiconductor Technology,Ultra-Low Voltage Analog Circuits,Y,Y,,,
69deca394e2d2a5b77ed800f,In vitro rhizogenesis of Morus alba by mycorrhizal extracts under saline stress,"In vitro experiments were conducted to evaluate the efficacy of arbuscular mycorrhiza (AM) colonized root extracts of four plant species namely Trigonella foenum graecum, Ricinus communis, Solanum melongena and Morus alba (var. sujanpuri) on rhizogenesis of Morus alba (var. sujanpuri) under sodium chloride (NaCl) stress. The AM fungi (Glomus and Gigaspora species) were multiplied on above-mentioned four host plant species separately and the mycorrhizal root extracts were prepared by homogenizing",Advanced Materials & Devices,Bio-based Materials & Polymers,0.42,sonnet,Advanced Materials & Devices,Bio-based Materials & Polymers,Y,Y,,,
69deca3b4e2d2a5b77ed82b8,Camoufler: Accessing the Censored Web by Utilizing Instant Messaging Channels,"Free and open communication over the Internet is considered a fundamental human right, essential to prevent repressions from silencing voices of dissent. This has led to the development of various anti-censorship systems. Recent systems have relied on a common blocking resistance strategy i.e., incurring collateral damage to the censoring regimes, if they attempt to restrict such systems. However, despite being promising, systems built on such strategies pose additional challenges, viz., deploym",Next-Gen Communication,Wireless Network Access & Resource Allocation,0.42,sonnet,Next-Gen Communication,Wireless Network Access & Resource Allocation,Y,Y,,,
69deca234e2d2a5b77ed51e0,Double random phase encoding based optical encryption systems using some linear canonical transforms: Weaknesses and countermeasures,"During the last two decades or so, a large number of optical information security systems have been proposed by researchers, by exploiting various inherent advantages of optics, with a view to gaining superiority over the existing digital security systems. Among them, double random phase encoding (DRPE) scheme is the oldest and most exhaustively explored optical scheme. However, symmetric nature and linearity prove to be bane of the DRPE scheme, and give an open invitation to unauthorized users ",Next-Gen Communication,"Signal Modulation, Detection & Channel Equalization",0.42,sonnet,Next-Gen Communication,"Signal Modulation, Detection & Channel Equalization",Y,Y,,,
69deca174e2d2a5b77ed3479,Dissociative chemisorption of hydrogen molecules on defective graphene-supported aluminium clusters: A computational study,"Using periodic density functional theory-based calculations, in the present study, we address the chemical bonding between aluminium clusters (Al<inf>n</inf>, n = 4-8 and 13) and monovacant defective graphene. The adsorption strength of the above-mentioned aluminium clusters is fivefold (∼3 to 5 eV) higher on defective graphene as compared to the earlier reported values on non-defective graphene and BN-doped graphene. The Bader charge analysis and different charge densities reveal that this adso",Advanced Materials & Devices,Composite & Laminate Structures,0.42,sonnet,Advanced Materials & Devices,Composite & Laminate Structures,Y,Y,,,
69deca154e2d2a5b77ed2e4b,Energy audit and waste heat recovery from kiln hot shell surface of a cement plant,"In this study, a cement rotary kiln is taken as centre of discussions where thermodynamics of rotary kiln, energy losses, refractory selection and their impact, temperature profile of rotary kiln with various examples of recovering losses of high kiln shell temperature are investigated. The data are referred from a cement plant and modeling is done with related calculations and SEIDER TATE analysis using MATLAB code 45 tool. In a cement rotary kiln, high temperature heat is directly dissipated i","Energy, Sustainability & Climate Change",Carbon Utilization & Chemical Conversion,0.42,sonnet,"Energy, Sustainability & Climate Change",Carbon Utilization & Chemical Conversion,Y,Y,,,
69dec9f74e2d2a5b77ece8cf,Multidisciplinary robust design optimization considering parameter and metamodeling uncertainties,"Multidisciplinary robust design optimization (MRDO) is a useful tool to improve the stability of the performance of complex engineering systems involving uncertainty. However, the majority of existing MRDO studies only consider the parameter uncertainty. Metamodeling uncertainty, defined as the discrepancy between the computer model and metamodel at un-sampled locations, is often overlooked in MRDO. To solve the multidisciplinary problems under parameter and metamodeling uncertainties, this pape",Manufacturing & Industry 4.0,"Materials, Joining & Mechanical Behavior",0.42,sonnet,Manufacturing & Industry 4.0,"Materials, Joining & Mechanical Behavior",Y,Y,,,
